user_id,date,department,role,tool_used,prompt_category,prompts_used,task_type,tasks_completed,time_spent_minutes,estimated_time_saved_minutes,manual_time_estimate_minutes,cost_per_hour,ai_tool_cost,accuracy_score,task_complexity,output_quality_score,revision_count,error_rate,ai_adoption_level,automation_level,training_hours,experience_with_ai_months,data_sensitivity,security_review_required,compliance_flag,team,location,employment_type,salary_band,ai_generated_content_percent,cluster,user_segment
1958,2025-11-02,IT,Sales Executive,ChatGPT,Coding,24,Report Generation,1,77,31,60,79,1.61,0.99,High,8,4,0.1,Low,Manual,14,9,Internal,Yes,No,IT Admin,Australia,Full-time,High,65,0,Low AI Users
3021,2025-11-24,Engineering,Analyst,Claude,Brainstorming,35,Report Generation,6,96,206,259,69,1.29,0.91,High,7,2,0.0,High,Manual,9,33,Public,No,Yes,Sales Ops,Germany,Intern,Low,40,0,Low AI Users
2747,2024-08-28,Customer Support,Finance Analyst,Claude,Email Drafting,32,Email Writing,6,45,226,119,82,1.4,0.68,High,8,0,0.02,Low,Fully Automated,37,16,Internal,No,No,Backend,Canada,Intern,Low,17,1,Moderate Users
4573,2025-11-26,Finance,Support Agent,Perplexity,Email Drafting,11,Documentation,1,40,64,185,92,2.34,0.51,High,8,3,0.3,Medium,Semi-Automated,21,35,Confidential,Yes,No,Sales Ops,Canada,Full-time,High,79,1,Moderate Users
2177,2024-12-17,IT,HR Specialist,Claude,Research,20,Documentation,6,98,196,145,91,1.92,0.95,Medium,7,1,0.06,Medium,Semi-Automated,37,19,Confidential,Yes,No,IT Admin,UK,Contract,Medium,95,0,Low AI Users
1991,2024-12-18,Marketing,Support Agent,Claude,Reporting,14,Testing,3,25,23,274,21,3.75,0.98,High,5,0,0.27,High,Fully Automated,21,7,Public,Yes,No,HR Ops,UK,Intern,Medium,87,2,High AI Users
4302,2024-12-15,Operations,Product Manager,Copilot,Content Writing,9,Report Generation,4,15,69,115,78,0.9,0.63,High,6,3,0.09,Medium,Semi-Automated,10,5,Public,Yes,No,Data,USA,Contract,High,41,1,Moderate Users
3149,2024-04-03,HR,Manager,Gemini,Brainstorming,12,Report Generation,8,88,209,174,72,1.09,0.7,Medium,9,1,0.07,Medium,Manual,32,32,Public,Yes,No,Frontend,Australia,Contract,Low,13,0,Low AI Users
3874,2024-11-22,Sales,Manager,Perplexity,Customer Support,7,Coding,3,96,125,240,62,1.29,0.89,Low,7,2,0.29,Medium,Semi-Automated,0,24,Public,Yes,No,Finance Ops,Australia,Contract,High,44,0,Low AI Users
3224,2025-12-20,Sales,Developer,Copilot,Brainstorming,34,Coding,4,87,187,256,64,2.06,0.7,Low,6,4,0.04,Medium,Semi-Automated,5,21,Public,Yes,Yes,Frontend,Canada,Contract,Medium,40,1,Moderate Users
4764,2024-02-22,Marketing,Recruiter,ChatGPT,Documentation,3,Documentation,3,64,122,164,46,2.01,0.97,High,7,4,0.13,Medium,Fully Automated,3,14,Confidential,Yes,Yes,Support,India,Full-time,Low,82,0,Low AI Users
4031,2025-01-04,Engineering,Product Manager,ChatGPT,Brainstorming,33,Coding,7,105,77,92,97,0.95,0.51,Medium,9,1,0.28,Low,Fully Automated,14,35,Public,Yes,Yes,Data,Canada,Contract,High,99,1,Moderate Users
1926,2024-04-03,HR,Developer,Copilot,Brainstorming,37,Testing,4,18,48,63,63,4.61,0.9,High,9,3,0.06,High,Semi-Automated,36,5,Internal,Yes,No,Support,India,Contract,Medium,47,2,High AI Users
3279,2025-09-01,Product,Data Scientist,Gemini,Reporting,32,Data Analysis,2,25,98,233,46,4.45,0.64,High,5,2,0.1,Low,Semi-Automated,17,10,Internal,Yes,Yes,HR Ops,Australia,Intern,High,10,1,Moderate Users
3059,2025-03-20,HR,Analyst,ChatGPT,Reporting,6,Documentation,4,86,124,139,98,4.32,0.93,Low,7,3,0.28,Medium,Semi-Automated,19,20,Internal,Yes,Yes,Finance Ops,UK,Contract,Medium,23,0,Low AI Users
2209,2025-09-21,Engineering,Data Scientist,Gemini,Research,31,Report Generation,5,72,73,77,41,1.02,0.88,High,8,2,0.09,Medium,Semi-Automated,13,20,Confidential,Yes,No,Frontend,UK,Contract,Low,17,0,Low AI Users
3808,2024-10-16,Sales,Support Agent,Copilot,Email Drafting,37,Coding,1,114,16,252,74,3.58,0.66,Low,8,2,0.02,Medium,Manual,6,29,Internal,Yes,Yes,Data,USA,Contract,Low,53,0,Low AI Users
1931,2024-12-23,IT,Sales Executive,Copilot,Coding,12,Coding,5,33,47,84,99,3.66,0.58,Low,6,0,0.14,Low,Semi-Automated,22,27,Public,No,Yes,IT Admin,Australia,Contract,Low,25,1,Moderate Users
3313,2024-03-01,Operations,Product Manager,Claude,Reporting,27,Report Generation,7,69,66,249,92,2.01,0.98,Medium,9,2,0.13,High,Semi-Automated,12,14,Internal,No,Yes,Frontend,UK,Intern,High,93,0,Low AI Users
2925,2025-04-23,IT,HR Specialist,Gemini,Research,22,Email Writing,7,101,199,53,41,0.6,0.95,High,5,2,0.08,Medium,Manual,38,1,Internal,Yes,Yes,Support,Germany,Full-time,High,54,0,Low AI Users
2158,2024-09-08,Engineering,Analyst,Claude,Content Writing,36,Research,2,18,179,140,55,2.71,0.78,High,5,4,0.08,Low,Semi-Automated,37,17,Internal,No,No,Backend,Germany,Full-time,Medium,37,2,High AI Users
1756,2025-07-19,Engineering,Developer,Claude,Customer Support,21,Data Analysis,7,48,146,199,69,1.28,0.59,Medium,5,0,0.23,High,Manual,26,2,Public,Yes,Yes,Marketing Ops,UK,Contract,Low,21,1,Moderate Users
2054,2024-06-29,Operations,Recruiter,Claude,Reporting,23,Coding,2,74,31,156,42,3.57,0.78,High,9,4,0.23,High,Manual,36,3,Public,No,No,Backend,USA,Intern,High,94,0,Low AI Users
4930,2024-05-27,HR,Developer,Copilot,Content Writing,2,Research,2,44,222,265,41,3.85,0.92,High,8,1,0.08,Medium,Manual,28,16,Internal,Yes,No,IT Admin,UK,Full-time,High,20,2,High AI Users
1455,2024-02-15,Product,Developer,ChatGPT,Brainstorming,33,Testing,9,88,103,228,68,4.71,0.66,Low,9,1,0.06,High,Manual,18,23,Internal,Yes,No,Backend,Canada,Contract,Low,60,1,Moderate Users
1258,2024-04-27,Sales,Recruiter,ChatGPT,Reporting,28,Documentation,1,90,147,231,48,2.54,0.89,Low,9,3,0.14,Low,Fully Automated,25,17,Confidential,Yes,Yes,IT Admin,USA,Intern,High,54,0,Low AI Users
4175,2024-04-02,IT,Finance Analyst,Copilot,Documentation,37,Coding,8,10,96,155,50,0.51,0.79,Medium,5,0,0.14,High,Semi-Automated,21,7,Internal,Yes,No,Support,Canada,Intern,High,90,2,High AI Users
1430,2025-06-26,Operations,Product Manager,Gemini,Coding,20,Coding,9,25,209,152,39,3.09,0.81,Low,7,1,0.06,Medium,Semi-Automated,30,31,Confidential,No,No,Sales Ops,UK,Contract,High,44,2,High AI Users
4453,2024-07-31,Marketing,Manager,Perplexity,Coding,19,Coding,7,53,229,164,88,2.76,0.84,High,6,0,0.13,Medium,Fully Automated,20,30,Confidential,No,Yes,Frontend,Canada,Full-time,Medium,55,2,High AI Users
3516,2024-06-02,Engineering,Sales Executive,Copilot,Coding,23,Coding,9,21,191,261,89,4.24,0.57,Medium,5,0,0.01,Low,Semi-Automated,31,1,Internal,No,Yes,IT Admin,UK,Full-time,Medium,79,1,Moderate Users
4584,2025-04-23,Marketing,Support Agent,Copilot,Reporting,27,Email Writing,7,101,210,289,98,4.63,0.51,Low,9,2,0.18,Medium,Semi-Automated,0,13,Public,Yes,Yes,Marketing Ops,Australia,Full-time,High,13,1,Moderate Users
2964,2025-03-22,Engineering,Recruiter,Claude,Reporting,7,Coding,6,47,176,34,21,1.12,0.85,Low,7,4,0.05,High,Fully Automated,7,31,Public,Yes,No,Frontend,UK,Contract,High,17,2,High AI Users
2973,2024-10-04,Product,HR Specialist,ChatGPT,Research,32,Testing,9,83,198,92,83,4.35,0.81,High,9,3,0.04,Low,Fully Automated,12,11,Internal,No,Yes,IT Admin,Australia,Contract,Medium,70,0,Low AI Users
4278,2024-11-08,Marketing,Sales Executive,Gemini,Customer Support,2,Data Analysis,8,89,235,69,82,1.81,0.85,High,7,0,0.14,Low,Manual,8,2,Internal,No,Yes,Data,Australia,Intern,High,17,0,Low AI Users
1646,2025-03-16,IT,Manager,Copilot,Brainstorming,5,Testing,1,59,197,218,59,1.55,0.9,High,7,3,0.06,Low,Semi-Automated,31,9,Internal,Yes,No,Backend,Australia,Intern,Medium,22,2,High AI Users
1446,2025-09-07,IT,Sales Executive,Claude,Email Drafting,4,Report Generation,3,58,105,146,84,3.19,0.77,Medium,5,2,0.28,Medium,Manual,39,30,Internal,Yes,Yes,IT Admin,India,Intern,Low,46,2,High AI Users
3830,2024-06-02,IT,Support Agent,Gemini,Documentation,7,Report Generation,4,69,219,188,74,2.62,0.7,High,7,1,0.09,Medium,Manual,30,12,Confidential,No,Yes,Support,Germany,Contract,Medium,52,1,Moderate Users
2112,2024-06-03,Operations,Data Scientist,Claude,Customer Support,22,Email Writing,1,113,84,48,69,4.46,0.96,Low,6,3,0.28,Low,Semi-Automated,11,22,Confidential,No,No,Data,Australia,Contract,High,69,0,Low AI Users
1194,2025-07-21,Product,Developer,ChatGPT,Data Analysis,29,Report Generation,7,97,135,281,88,3.01,0.61,Medium,8,4,0.16,Low,Semi-Automated,15,9,Confidential,Yes,No,Sales Ops,UK,Full-time,Medium,11,1,Moderate Users
2437,2025-06-20,HR,Support Agent,ChatGPT,Email Drafting,29,Research,4,27,32,239,56,4.65,0.66,High,9,4,0.27,High,Semi-Automated,2,11,Internal,Yes,Yes,HR Ops,India,Intern,Medium,28,1,Moderate Users
2145,2025-12-22,IT,HR Specialist,Claude,Documentation,27,Debugging,6,97,147,58,56,0.69,0.63,Low,7,0,0.05,Low,Fully Automated,7,33,Internal,Yes,No,Sales Ops,Australia,Full-time,Medium,53,1,Moderate Users
3509,2025-09-28,IT,Recruiter,ChatGPT,Email Drafting,31,Data Analysis,7,62,171,156,51,3.86,0.75,Low,9,1,0.23,Medium,Semi-Automated,0,28,Internal,No,Yes,Finance Ops,USA,Intern,High,53,1,Moderate Users
2139,2025-11-15,Finance,HR Specialist,Perplexity,Email Drafting,11,Report Generation,5,49,46,229,23,0.54,0.76,Medium,7,4,0.07,Low,Manual,6,15,Confidential,No,No,HR Ops,Australia,Intern,Medium,51,2,High AI Users
1195,2025-09-21,IT,Support Agent,Claude,Content Writing,26,Email Writing,3,13,51,59,20,2.32,0.69,Medium,9,4,0.01,High,Semi-Automated,37,10,Public,No,Yes,Frontend,Canada,Full-time,Low,13,2,High AI Users
3083,2025-02-04,Product,Manager,ChatGPT,Customer Support,35,Coding,8,37,178,280,39,2.58,0.77,Low,5,2,0.24,Low,Fully Automated,4,10,Confidential,No,No,Frontend,Germany,Full-time,Low,60,2,High AI Users
3114,2024-11-09,Customer Support,Developer,Gemini,Reporting,29,Coding,9,38,62,255,96,2.42,0.85,Low,5,4,0.13,Medium,Manual,7,16,Internal,No,Yes,Finance Ops,Germany,Intern,Low,12,2,High AI Users
1644,2025-08-17,Sales,Finance Analyst,Claude,Data Analysis,21,Data Analysis,8,24,187,219,68,1.85,0.62,Low,5,4,0.17,Medium,Semi-Automated,39,21,Public,Yes,Yes,Support,Canada,Intern,Medium,39,1,Moderate Users
4352,2025-08-16,Finance,Sales Executive,Copilot,Coding,9,Research,6,15,135,135,44,4.72,0.79,Medium,9,2,0.01,High,Semi-Automated,4,27,Public,No,No,Backend,India,Full-time,Low,31,2,High AI Users
4550,2024-01-23,Engineering,Analyst,Copilot,Customer Support,4,Research,3,87,98,65,73,1.05,0.64,Low,7,1,0.13,Medium,Fully Automated,23,6,Public,Yes,Yes,Backend,USA,Full-time,High,84,1,Moderate Users
2034,2025-10-09,Finance,HR Specialist,Copilot,Customer Support,3,Testing,3,24,17,264,79,1.63,0.76,High,5,2,0.28,Low,Fully Automated,36,16,Confidential,No,Yes,Data,Germany,Full-time,High,46,2,High AI Users
2753,2024-11-01,Marketing,Developer,Gemini,Customer Support,20,Testing,2,25,93,287,28,4.52,0.74,Low,8,0,0.29,High,Fully Automated,32,20,Public,Yes,No,Finance Ops,USA,Full-time,Medium,84,2,High AI Users
1321,2025-02-03,Engineering,Recruiter,Claude,Email Drafting,29,Research,7,63,155,273,79,2.23,0.98,High,6,3,0.13,Low,Semi-Automated,27,32,Public,Yes,No,Support,USA,Contract,Medium,95,0,Low AI Users
2691,2025-08-23,Marketing,Data Scientist,ChatGPT,Documentation,19,Research,7,78,134,235,65,3.71,0.55,High,9,1,0.1,High,Manual,21,35,Public,Yes,Yes,HR Ops,USA,Full-time,Medium,77,1,Moderate Users
3287,2024-12-17,Product,Support Agent,Copilot,Documentation,17,Coding,3,109,167,249,55,1.38,0.76,High,5,4,0.13,High,Manual,24,16,Confidential,Yes,No,Support,Germany,Intern,High,73,0,Low AI Users
2016,2024-07-29,Operations,Sales Executive,Copilot,Customer Support,31,Data Analysis,9,22,12,192,53,1.6,0.99,High,9,4,0.13,High,Manual,27,30,Confidential,No,Yes,Data,India,Intern,Low,57,2,High AI Users
4131,2025-08-16,Operations,Analyst,Gemini,Email Drafting,8,Email Writing,7,81,162,277,30,2.14,0.7,Medium,6,0,0.03,Medium,Semi-Automated,15,31,Internal,No,No,Finance Ops,UK,Intern,Low,37,1,Moderate Users
1649,2024-04-05,IT,Analyst,Claude,Content Writing,32,Debugging,5,77,182,294,68,1.78,0.73,High,8,0,0.02,Medium,Fully Automated,8,24,Public,Yes,No,IT Admin,Australia,Full-time,Low,63,0,Low AI Users
3609,2025-07-11,Marketing,Recruiter,Claude,Research,13,Report Generation,1,92,85,140,26,1.58,0.88,Low,6,2,0.22,Medium,Fully Automated,1,29,Internal,Yes,Yes,Marketing Ops,UK,Intern,Medium,75,0,Low AI Users
2702,2025-03-08,Engineering,Analyst,ChatGPT,Data Analysis,32,Email Writing,3,17,209,99,69,1.1,0.75,High,5,4,0.25,High,Semi-Automated,21,9,Internal,Yes,No,HR Ops,Australia,Full-time,High,53,2,High AI Users
3212,2024-12-25,Finance,Support Agent,Claude,Data Analysis,6,Debugging,1,88,158,149,72,1.47,0.71,High,6,3,0.11,Low,Semi-Automated,15,3,Confidential,No,No,HR Ops,India,Full-time,Low,60,0,Low AI Users
1830,2024-02-18,Sales,Data Scientist,Perplexity,Reporting,13,Report Generation,9,47,39,150,76,2.37,0.89,High,8,3,0.24,High,Manual,0,18,Public,No,Yes,Support,UK,Intern,Medium,36,2,High AI Users
1188,2025-10-22,Sales,HR Specialist,ChatGPT,Content Writing,30,Testing,1,19,229,166,31,0.53,0.95,Medium,5,0,0.19,Medium,Manual,21,33,Internal,Yes,No,HR Ops,India,Intern,Medium,94,2,High AI Users
2510,2025-08-09,Product,Manager,Gemini,Email Drafting,37,Testing,9,80,6,88,69,4.17,0.57,Medium,9,0,0.24,High,Manual,36,9,Public,No,No,HR Ops,Canada,Contract,Medium,58,1,Moderate Users
1091,2024-08-08,Marketing,Recruiter,Claude,Brainstorming,17,Debugging,2,53,124,246,69,2.27,0.5,High,9,4,0.19,Medium,Semi-Automated,38,8,Confidential,Yes,No,IT Admin,UK,Intern,Medium,93,1,Moderate Users
4877,2024-01-06,Engineering,HR Specialist,ChatGPT,Documentation,5,Data Analysis,2,44,148,56,70,4.26,0.71,Low,9,1,0.07,Medium,Semi-Automated,20,19,Public,No,Yes,Finance Ops,USA,Intern,Medium,99,2,High AI Users
2911,2024-02-24,Marketing,Manager,Claude,Email Drafting,10,Research,3,44,0,71,76,3.31,0.87,Medium,9,4,0.12,Medium,Manual,26,11,Confidential,Yes,No,Sales Ops,Australia,Intern,Medium,40,2,High AI Users
3336,2024-01-15,IT,HR Specialist,Perplexity,Customer Support,7,Debugging,2,97,152,243,67,4.25,0.62,Medium,6,2,0.0,Medium,Fully Automated,32,33,Public,No,No,Data,India,Full-time,High,18,1,Moderate Users
4580,2025-06-06,Customer Support,HR Specialist,Gemini,Coding,15,Coding,4,27,46,193,87,3.78,0.62,Medium,9,2,0.13,High,Semi-Automated,36,28,Public,Yes,Yes,HR Ops,Germany,Full-time,Low,25,1,Moderate Users
4146,2025-01-17,Sales,Sales Executive,Claude,Email Drafting,23,Data Analysis,6,76,144,129,58,1.53,0.99,Low,5,3,0.05,High,Semi-Automated,17,34,Public,Yes,No,Sales Ops,India,Contract,Medium,50,0,Low AI Users
2580,2024-06-15,IT,Finance Analyst,Claude,Email Drafting,12,Coding,4,20,22,201,90,3.32,0.55,Low,7,1,0.18,Medium,Fully Automated,18,28,Confidential,Yes,No,Data,Canada,Intern,Low,41,1,Moderate Users
4499,2025-01-10,Operations,Sales Executive,Copilot,Content Writing,9,Email Writing,9,76,153,174,94,1.11,0.74,Medium,9,2,0.17,Medium,Manual,17,6,Internal,No,No,Marketing Ops,USA,Intern,Medium,72,0,Low AI Users
2408,2024-03-14,Product,Analyst,Perplexity,Brainstorming,10,Debugging,3,84,139,219,74,3.47,0.67,Medium,9,2,0.19,High,Fully Automated,17,14,Public,No,Yes,Sales Ops,India,Full-time,High,32,1,Moderate Users
4124,2025-11-07,Finance,Recruiter,Gemini,Customer Support,9,Debugging,6,55,170,164,32,4.56,0.92,Medium,6,0,0.19,High,Fully Automated,10,18,Public,Yes,No,Frontend,Australia,Contract,Low,58,2,High AI Users
1174,2024-07-03,Marketing,Product Manager,Copilot,Data Analysis,28,Research,6,26,82,204,28,4.5,0.71,Low,6,0,0.23,High,Fully Automated,18,33,Confidential,Yes,No,Backend,Germany,Contract,Low,21,2,High AI Users
2696,2024-03-28,IT,Recruiter,Claude,Documentation,18,Documentation,5,69,39,256,56,0.64,0.66,High,8,3,0.2,High,Semi-Automated,28,31,Public,No,No,Data,UK,Full-time,Medium,92,1,Moderate Users
4650,2024-12-21,Finance,Analyst,Claude,Brainstorming,35,Coding,2,41,48,238,87,1.34,0.69,High,8,0,0.23,High,Manual,31,18,Internal,No,No,Backend,India,Intern,Medium,29,1,Moderate Users
1473,2024-03-05,Sales,Support Agent,Perplexity,Documentation,37,Debugging,3,49,67,226,27,2.24,0.92,High,8,0,0.16,High,Semi-Automated,20,19,Internal,No,No,Data,Australia,Intern,Medium,45,2,High AI Users
2934,2024-09-29,Product,Support Agent,Copilot,Reporting,7,Testing,1,101,216,186,99,2.53,0.9,Medium,8,2,0.27,Medium,Manual,23,24,Public,Yes,Yes,IT Admin,India,Full-time,High,47,0,Low AI Users
4432,2024-07-09,Marketing,Analyst,Claude,Data Analysis,23,Testing,9,53,105,55,72,3.12,0.67,High,7,3,0.2,High,Manual,14,34,Confidential,No,No,Marketing Ops,Canada,Full-time,High,30,1,Moderate Users
1269,2025-10-15,Customer Support,Manager,Perplexity,Brainstorming,17,Testing,4,24,126,94,77,3.61,0.67,Low,8,0,0.18,High,Manual,6,5,Confidential,No,Yes,Support,Canada,Full-time,Low,61,2,High AI Users
3044,2024-02-07,HR,Finance Analyst,Gemini,Customer Support,35,Report Generation,2,80,165,124,92,4.23,0.85,High,9,1,0.18,Low,Semi-Automated,2,1,Internal,Yes,No,Sales Ops,Canada,Contract,Medium,49,0,Low AI Users
3454,2025-01-08,Operations,Developer,Copilot,Data Analysis,20,Report Generation,3,33,118,136,33,0.92,0.7,High,8,1,0.08,Low,Semi-Automated,33,12,Confidential,No,Yes,IT Admin,Australia,Full-time,Low,61,2,High AI Users
4195,2025-10-26,Marketing,Product Manager,ChatGPT,Data Analysis,4,Coding,5,65,34,222,93,1.03,0.53,Medium,9,4,0.27,Medium,Manual,3,27,Public,Yes,Yes,Support,UK,Full-time,High,40,1,Moderate Users
1693,2025-01-14,HR,Recruiter,Perplexity,Email Drafting,38,Debugging,1,67,147,203,65,4.91,0.87,High,9,0,0.27,Low,Fully Automated,32,34,Public,No,Yes,Sales Ops,Germany,Contract,Medium,90,0,Low AI Users
1375,2024-02-06,Customer Support,HR Specialist,ChatGPT,Email Drafting,15,Testing,3,28,166,87,39,1.3,0.84,Low,9,1,0.15,High,Fully Automated,9,34,Internal,No,No,Support,Germany,Contract,Medium,54,2,High AI Users
2415,2024-09-08,Engineering,Developer,Copilot,Research,4,Debugging,8,33,116,128,43,3.86,0.74,High,8,2,0.15,High,Fully Automated,3,4,Confidential,Yes,Yes,Frontend,USA,Full-time,Medium,95,2,High AI Users
3229,2024-05-14,Customer Support,Support Agent,Gemini,Brainstorming,38,Email Writing,7,51,1,71,31,0.78,0.67,High,6,0,0.05,High,Semi-Automated,2,10,Public,Yes,Yes,HR Ops,USA,Intern,High,96,1,Moderate Users
3083,2024-01-11,Customer Support,Manager,Claude,Customer Support,11,Data Analysis,1,41,24,123,97,2.53,0.51,High,7,4,0.13,Low,Manual,3,22,Public,No,Yes,Data,UK,Intern,Low,39,1,Moderate Users
2235,2024-07-20,IT,Developer,ChatGPT,Email Drafting,5,Research,6,86,209,226,97,4.81,0.86,Low,8,3,0.08,Medium,Fully Automated,38,19,Confidential,No,Yes,HR Ops,USA,Contract,Medium,37,0,Low AI Users
4967,2024-11-29,Finance,Sales Executive,Gemini,Data Analysis,20,Email Writing,2,12,216,202,38,4.26,0.91,Medium,7,3,0.19,Low,Manual,39,18,Public,No,No,HR Ops,Germany,Contract,Low,73,2,High AI Users
2971,2025-02-22,Product,Support Agent,Claude,Data Analysis,39,Documentation,1,14,239,125,22,2.12,0.8,High,8,4,0.04,High,Semi-Automated,6,20,Internal,No,No,Backend,Germany,Contract,Low,71,2,High AI Users
1133,2024-08-25,HR,Developer,Copilot,Email Drafting,12,Email Writing,3,15,238,57,31,1.74,0.89,High,9,2,0.12,High,Semi-Automated,2,14,Public,Yes,No,Backend,Canada,Contract,Low,88,2,High AI Users
3912,2025-02-23,Engineering,Product Manager,Copilot,Reporting,21,Debugging,2,6,95,99,52,4.8,0.54,Low,9,0,0.28,Low,Fully Automated,24,34,Internal,No,No,IT Admin,India,Contract,Low,48,1,Moderate Users
1923,2025-03-29,Marketing,Manager,Copilot,Research,2,Testing,7,14,53,186,58,0.94,0.5,Low,8,3,0.23,Low,Manual,5,18,Public,Yes,No,Marketing Ops,India,Intern,Low,17,1,Moderate Users
1689,2024-11-03,Finance,Data Scientist,ChatGPT,Research,6,Debugging,1,31,4,153,87,4.74,0.62,Medium,7,1,0.08,Low,Fully Automated,18,2,Internal,No,Yes,IT Admin,Australia,Intern,Medium,30,1,Moderate Users
2701,2025-08-03,IT,Data Scientist,Copilot,Brainstorming,5,Email Writing,9,51,102,44,32,4.4,0.9,Low,5,3,0.15,Low,Manual,9,11,Internal,No,Yes,Finance Ops,USA,Intern,Low,42,2,High AI Users
4997,2024-06-18,Sales,Developer,Gemini,Content Writing,21,Data Analysis,4,79,172,258,75,3.8,0.55,Low,9,3,0.29,Medium,Semi-Automated,36,13,Public,Yes,Yes,Sales Ops,UK,Full-time,Low,12,1,Moderate Users
3029,2025-08-05,Customer Support,Product Manager,ChatGPT,Research,21,Debugging,8,86,8,39,57,2.16,0.96,Low,8,1,0.28,High,Fully Automated,27,14,Public,No,Yes,Marketing Ops,Canada,Intern,High,99,0,Low AI Users
3538,2024-05-28,Customer Support,Sales Executive,ChatGPT,Documentation,1,Coding,4,54,27,78,63,0.66,0.93,High,6,3,0.09,High,Manual,14,20,Public,No,Yes,Backend,UK,Full-time,Medium,36,2,High AI Users
2872,2025-05-15,Engineering,Analyst,ChatGPT,Customer Support,27,Research,1,19,87,273,23,2.59,0.67,Medium,8,3,0.13,High,Manual,24,18,Confidential,No,Yes,Frontend,India,Contract,Medium,65,2,High AI Users
1840,2025-08-16,Marketing,Manager,Copilot,Brainstorming,17,Data Analysis,8,35,65,209,82,1.31,0.93,High,6,2,0.16,High,Semi-Automated,34,7,Public,No,No,HR Ops,UK,Intern,Medium,58,2,High AI Users
1987,2025-05-27,Product,Analyst,Copilot,Content Writing,17,Data Analysis,4,41,7,266,64,3.49,0.59,Low,5,1,0.02,Low,Semi-Automated,16,11,Public,No,No,Backend,Germany,Intern,Low,58,1,Moderate Users
2461,2025-03-27,Sales,Product Manager,ChatGPT,Data Analysis,13,Report Generation,4,100,36,68,77,4.59,0.8,Low,6,1,0.16,Medium,Fully Automated,24,25,Confidential,Yes,Yes,Sales Ops,Canada,Full-time,Low,60,0,Low AI Users
1838,2025-06-05,Product,Data Scientist,ChatGPT,Brainstorming,20,Testing,6,35,239,268,29,2.35,0.73,Low,7,1,0.16,Low,Fully Automated,14,3,Internal,Yes,Yes,Frontend,Canada,Contract,High,24,2,High AI Users
4117,2025-03-15,Product,Product Manager,Claude,Coding,4,Data Analysis,1,85,132,132,42,4.84,0.99,High,7,2,0.22,High,Manual,33,29,Confidential,Yes,Yes,Backend,India,Full-time,Low,42,0,Low AI Users
3715,2024-05-26,Customer Support,Recruiter,Claude,Email Drafting,28,Email Writing,3,103,145,285,35,3.76,0.78,High,9,0,0.03,Low,Fully Automated,11,21,Confidential,No,Yes,Marketing Ops,Canada,Intern,Medium,60,0,Low AI Users
4472,2024-10-24,Marketing,Recruiter,Copilot,Data Analysis,7,Documentation,1,23,157,151,67,1.82,0.96,High,7,0,0.14,Low,Manual,20,6,Internal,No,Yes,IT Admin,India,Full-time,High,73,2,High AI Users
4559,2025-08-28,Operations,Finance Analyst,Copilot,Reporting,4,Research,1,118,96,114,88,2.16,0.58,Low,6,3,0.1,Low,Semi-Automated,5,17,Internal,No,No,Backend,Canada,Full-time,Medium,10,1,Moderate Users
4067,2025-01-04,Engineering,Developer,Gemini,Research,26,Debugging,5,19,136,242,87,4.77,0.55,Low,6,1,0.13,Medium,Fully Automated,30,20,Internal,No,Yes,Support,Australia,Full-time,High,90,1,Moderate Users
3479,2024-08-20,Finance,Analyst,ChatGPT,Coding,27,Testing,3,64,11,117,52,4.27,0.82,Medium,5,0,0.14,Medium,Semi-Automated,27,5,Internal,Yes,Yes,Finance Ops,Germany,Intern,High,27,0,Low AI Users
2451,2025-10-21,Sales,Developer,Claude,Brainstorming,33,Coding,3,5,62,283,29,2.84,0.61,Low,7,1,0.01,High,Fully Automated,4,29,Internal,No,No,Sales Ops,India,Contract,Medium,57,1,Moderate Users
1747,2024-05-03,Marketing,Data Scientist,Claude,Email Drafting,33,Documentation,9,86,108,143,82,3.6,0.55,Low,7,2,0.06,Medium,Manual,25,22,Confidential,Yes,Yes,Backend,USA,Intern,High,16,1,Moderate Users
3875,2025-02-14,Finance,Developer,Gemini,Research,9,Email Writing,9,36,50,250,70,0.82,0.81,Medium,7,3,0.15,Medium,Semi-Automated,20,20,Internal,Yes,No,Data,Australia,Intern,Low,74,2,High AI Users
4643,2024-09-04,Engineering,Analyst,Perplexity,Customer Support,14,Coding,3,114,45,275,81,2.34,0.94,Low,7,0,0.12,Low,Fully Automated,36,30,Internal,Yes,Yes,Backend,Germany,Contract,Low,77,0,Low AI Users
3564,2025-04-06,HR,Product Manager,Perplexity,Documentation,26,Coding,2,107,200,289,67,2.13,0.89,Medium,9,1,0.07,High,Semi-Automated,10,23,Confidential,No,Yes,Backend,USA,Intern,High,41,0,Low AI Users
3509,2025-01-16,Customer Support,Recruiter,Claude,Documentation,25,Testing,2,50,44,58,45,3.77,0.58,Low,9,0,0.29,Low,Manual,23,18,Public,No,No,IT Admin,USA,Intern,High,63,1,Moderate Users
1965,2024-04-07,Sales,Manager,Copilot,Email Drafting,2,Coding,8,103,138,133,75,2.88,0.62,High,7,2,0.1,Medium,Fully Automated,37,27,Public,No,No,Frontend,India,Intern,High,94,1,Moderate Users
2926,2024-04-15,Customer Support,Support Agent,Gemini,Email Drafting,26,Testing,9,67,164,162,66,2.61,0.83,Low,9,2,0.16,High,Semi-Automated,10,29,Confidential,Yes,No,Sales Ops,USA,Contract,High,43,0,Low AI Users
